"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.logo","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","season","status.type.altDetail","game_id","PBP","team_box","player_box"
220612017,"s:40~l:46~e:220612017~c:220612017","2002-06-13T01:00Z",19296,"True","False","False","False","[]","2002-06-13T01:00Z",1,"STD",11,"11.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2562,"IZOD Center","East Rutherford","NJ",19990,"False","playoff","Playoff Series","LAL win series 4-0","True",7,"[{'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}]",2002,"",220612017,TRUE,TRUE,TRUE
220609017,"s:40~l:46~e:220609017~c:220609017","2002-06-10T00:30Z",19215,"True","False","False","False","[]","2002-06-10T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2562,"IZOD Center","East Rutherford","NJ",19990,"False","playoff","Playoff Series","LAL lead 3-0","False",7,"[{'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}]",2002,"",220609017,TRUE,TRUE,TRUE
220607013,"s:40~l:46~e:220607013~c:220607013","2002-06-07T22:00Z",18997,"True","False","False","False","[]","2002-06-07T22:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",1841,"STAPLES Center","Los Angeles","CA",19068,"True","playoff","Playoff Series","LAL lead 2-0","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}]",2002,"",220607013,TRUE,TRUE,TRUE
220605013,"s:40~l:46~e:220605013~c:220605013","2002-06-05T22:00Z",18997,"True","False","False","False","[]","2002-06-05T22:00Z",1,"STD",11,"11.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",1841,"STAPLES Center","Los Angeles","CA",19068,"True","playoff","Playoff Series","LAL lead 1-0","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}]",2002,"",220605013,TRUE,TRUE,TRUE
220602023,"s:40~l:46~e:220602023~c:220602023","2002-06-02T20:30Z",17317,"True","False","False","False","[]","2002-06-02T20:30Z",1,"STD",5,"5.0",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2247,"Sleep Train Arena","Sacramento","CA",17317,"False","playoff","Playoff Series","LAL win series 4-3","True",7,"[{'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/23?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}]",2002,"OT",220602023,TRUE,TRUE,TRUE
220531002,"s:40~l:46~e:220531002~c:220531002","2002-05-31T23:00Z",18624,"True","False","False","False","[]","2002-05-31T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",1824,"TD Garden","Boston","MA",18624,"False","playoff","Playoff Series","NJ Wins series 4-2","True",7,"[{'id': '2', 'uid': 's:40~l:46~t:2', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/2?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}]",2002,"",220531002,TRUE,TRUE,TRUE
220531013,"s:40~l:46~e:220531013~c:220531013","2002-05-31T22:30Z",18997,"True","False","False","False","[]","2002-05-31T22:30Z",1,"STD",2,"2.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",1841,"STAPLES Center","Los Angeles","CA",19068,"True","playoff","Playoff Series","Series tied 3-3","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}, {'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/23?lang=en&region=us'}]",2002,"",220531013,TRUE,TRUE,TRUE
220529017,"s:40~l:46~e:220529017~c:220529017","2002-05-30T01:00Z",19850,"True","False","False","False","[]","2002-05-30T01:00Z",1,"STD",1,"1.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",2562,"IZOD Center","East Rutherford","NJ",19990,"False","playoff","Playoff Series","NJ leads series 3-2","False",7,"[{'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}, {'id': '2', 'uid': 's:40~l:46~t:2', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/2?lang=en&region=us'}]",2002,"",220529017,TRUE,TRUE,TRUE
220528023,"s:40~l:46~e:220528023~c:220528023","2002-05-28T22:00Z",17317,"True","False","False","False","[]","2002-05-28T22:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2247,"Sleep Train Arena","Sacramento","CA",17317,"False","playoff","Playoff Series","SAC leads series 3-2","False",7,"[{'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/23?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}]",2002,"",220528023,TRUE,TRUE,TRUE
220527002,"s:40~l:46~e:220527002~c:220527002","2002-05-27T21:30Z",18624,"True","False","False","False","[]","2002-05-27T21:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",1824,"TD Garden","Boston","MA",18624,"False","playoff","Playoff Series","Series tied 2-2","False",7,"[{'id': '2', 'uid': 's:40~l:46~t:2', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/2?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}]",2002,"",220527002,TRUE,TRUE,TRUE
220526013,"s:40~l:46~e:220526013~c:220526013","2002-05-26T18:30Z",18997,"True","False","False","False","[]","2002-05-26T18:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",1841,"STAPLES Center","Los Angeles","CA",19068,"True","playoff","Playoff Series","Series tied 2-2","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}, {'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/23?lang=en&region=us'}]",2002,"",220526013,TRUE,TRUE,TRUE
220525002,"s:40~l:46~e:220525002~c:220525002","2002-05-25T21:30Z",18624,"True","False","False","False","[]","2002-05-25T21:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",1824,"TD Garden","Boston","MA",18624,"False","playoff","Playoff Series","BOS leads series 2-1","False",7,"[{'id': '2', 'uid': 's:40~l:46~t:2', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/2?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}]",2002,"",220525002,TRUE,TRUE,TRUE
220524013,"s:40~l:46~e:220524013~c:220524013","2002-05-24T22:00Z",18997,"True","False","False","False","[]","2002-05-24T22:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",1841,"STAPLES Center","Los Angeles","CA",19068,"True","playoff","Playoff Series","SAC leads series 2-1","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}, {'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/23?lang=en&region=us'}]",2002,"",220524013,TRUE,TRUE,TRUE
220521017,"s:40~l:46~e:220521017~c:220521017","2002-05-22T00:30Z",19850,"True","False","False","False","[]","2002-05-22T00:30Z",1,"STD",5,"5.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",2562,"IZOD Center","East Rutherford","NJ",19990,"False","playoff","Playoff Series","Series tied 1-1","False",7,"[{'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}, {'id': '2', 'uid': 's:40~l:46~t:2', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/2?lang=en&region=us'}]",2002,"",220521017,TRUE,TRUE,TRUE
220520023,"s:40~l:46~e:220520023~c:220520023","2002-05-20T22:30Z",17317,"True","False","False","False","[]","2002-05-20T22:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2247,"Sleep Train Arena","Sacramento","CA",17317,"False","playoff","Playoff Series","Series tied 1-1","False",7,"[{'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/23?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}]",2002,"",220520023,TRUE,TRUE,FALSE
220519017,"s:40~l:46~e:220519017~c:220519017","2002-05-19T21:30Z",20049,"True","False","False","False","[]","2002-05-19T21:30Z",1,"STD",4,"4.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",2562,"IZOD Center","East Rutherford","NJ",19990,"False","playoff","Playoff Series","NJ leads series 1-0","False",7,"[{'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}, {'id': '2', 'uid': 's:40~l:46~t:2', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/2?lang=en&region=us'}]",2002,"",220519017,TRUE,TRUE,TRUE
220518023,"s:40~l:46~e:220518023~c:220518023","2002-05-18T19:30Z",17317,"True","False","False","False","[]","2002-05-18T19:30Z",1,"STD",4,"4.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2247,"Sleep Train Arena","Sacramento","CA",17317,"False","playoff","Playoff Series","LAL lead 1-0","False",7,"[{'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/23?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}]",2002,"",220518023,TRUE,TRUE,TRUE
220515017,"s:40~l:46~e:220515017~c:220515017","2002-05-16T00:00Z",20049,"True","False","False","False","[]","2002-05-16T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",3,"s:40~l:46~t:3","Charlotte","Hornets","CHA","Charlotte Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png",2562,"IZOD Center","East Rutherford","NJ",19990,"False","playoff","Playoff Series","NJ Wins series 4-1","True",7,"[{'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}, {'id': '3', 'uid': 's:40~l:46~t:3', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/3?lang=en&region=us'}]",2002,"",220515017,TRUE,TRUE,TRUE
220514008,"s:40~l:46~e:220514008~c:220514008","2002-05-15T00:00Z",22076,"True","False","False","False","[]","2002-05-15T00:00Z",1,"STD",3,"3.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","playoff","Playoff Series","BOS Wins series 4-1","True",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/8?lang=en&region=us'}, {'id': '2', 'uid': 's:40~l:46~t:2', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/2?lang=en&region=us'}]",2002,"",220514008,TRUE,TRUE,TRUE
220514013,"s:40~l:46~e:220514013~c:220514013","2002-05-14T23:30Z",18997,"True","False","False","False","[]","2002-05-14T23:30Z",1,"STD",17,"17.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",1841,"STAPLES Center","Los Angeles","CA",19068,"True","playoff","Playoff Series","LAL win series 4-1","True",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}, {'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/24?lang=en&region=us'}]",2002,"",220514013,TRUE,TRUE,TRUE
220513023,"s:40~l:46~e:220513023~c:220513023","2002-05-13T22:00Z",17317,"True","False","False","False","[]","2002-05-13T22:00Z",1,"STD",5,"5.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",2247,"Sleep Train Arena","Sacramento","CA",17317,"False","playoff","Playoff Series","SAC Wins series 4-1","True",7,"[{'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/23?lang=en&region=us'}, {'id': '6', 'uid': 's:40~l:46~t:6', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/6?lang=en&region=us'}]",2002,"",220513023,TRUE,TRUE,TRUE
220512024,"s:40~l:46~e:220512024~c:220512024","2002-05-12T20:30Z",32342,"True","False","False","False","[]","2002-05-12T20:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",NA,"","","",NA,"","playoff","Playoff Series","LAL lead 3-1","False",7,"[{'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/24?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}]",2002,"",220512024,TRUE,TRUE,TRUE
220512002,"s:40~l:46~e:220512002~c:220512002","2002-05-12T19:00Z",18624,"True","False","False","False","[]","2002-05-12T19:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",1824,"TD Garden","Boston","MA",18624,"False","playoff","Playoff Series","BOS leads series 3-1","False",7,"[{'id': '2', 'uid': 's:40~l:46~t:2', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/2?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/8?lang=en&region=us'}]",2002,"",220512002,TRUE,TRUE,TRUE
220512003,"s:40~l:46~e:220512003~c:220512003","2002-05-12T16:30Z",13864,"True","False","False","False","[]","2002-05-12T16:30Z",1,"STD",2,"2.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",3,"s:40~l:46~t:3","Charlotte","Hornets","CHA","Charlotte Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",4043,"Charlotte Coliseum                      ","Charlotte","NC",23799,"False","playoff","Playoff Series","NJ leads series 3-1","False",7,"[{'id': '3', 'uid': 's:40~l:46~t:3', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/3?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/17?lang=en&region=us'}]",2002,"",220512003,TRUE,TRUE,TRUE
