"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.logo","season","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.type.altDetail","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","game_id","PBP","team_box","player_box"
231128019,"s:40~l:46~e:231128019~c:231128019","2003-11-29T01:00Z",13375,"True","False","False","False","[]","2003-11-29T01:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",2004,4042,"Amway Arena","Orlando","FL",17461,"False","","","","","",NA,"",231128019,TRUE,TRUE,TRUE
231128001,"s:40~l:46~e:231128001~c:231128001","2003-11-29T00:30Z",12816,"True","False","False","False","[]","2003-11-29T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",1,"s:40~l:46~t:1","Atlanta","Hawks","ATL","Atlanta Hawks","Hawks","002B5C","002b5c","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",2004,1827,"State Farm Arena","Atlanta","GA",16888,"True","","","","","",NA,"",231128001,TRUE,TRUE,TRUE
231128002,"s:40~l:46~e:231128002~c:231128002","2003-11-29T00:30Z",18624,"True","False","False","False","[]","2003-11-29T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",15,"s:40~l:46~t:15","Milwaukee","Bucks","MIL","Milwaukee Bucks","Bucks","003813","f0ebd2","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png",2004,1824,"TD Garden","Boston","MA",18624,"False","","","","","",NA,"",231128002,TRUE,TRUE,TRUE
231128013,"s:40~l:46~e:231128013~c:231128013","2003-11-29T00:30Z",18997,"True","False","False","False","[]","2003-11-29T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","playoff","Playoff Series","LAL win series 4-2","True",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}, {'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/24?lang=en&region=us'}]",231128013,TRUE,TRUE,TRUE
231128007,"s:40~l:46~e:231128007~c:231128007","2003-11-29T00:00Z",19628,"True","False","False","False","[]","2003-11-29T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",2004,892,"Ball Arena","Denver","CO",19520,"True","","","","","",NA,"",231128007,TRUE,TRUE,TRUE
231128021,"s:40~l:46~e:231128021~c:231128021","2003-11-29T00:00Z",15826,"True","False","False","False","[]","2003-11-29T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","00275D","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",2004,1949,"Phoenix Suns Arena","Phoenix","AZ",18055,"True","","","","","",NA,"",231128021,TRUE,TRUE,TRUE
231128022,"s:40~l:46~e:231128022~c:231128022","2003-11-29T00:00Z",16349,"True","False","False","False","[]","2003-11-29T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","000000","bac3c9","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2004,3423,"Moda Center","Portland","OR",19441,"False","","","","","",NA,"",231128022,TRUE,TRUE,TRUE
231128023,"s:40~l:46~e:231128023~c:231128023","2003-11-29T00:00Z",17317,"True","False","False","False","[]","2003-11-29T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",2004,2247,"Sleep Train Arena","Sacramento","CA",17317,"False","","","","","",NA,"",231128023,TRUE,TRUE,TRUE
231128026,"s:40~l:46~e:231128026~c:231128026","2003-11-29T00:00Z",19261,"True","False","False","False","[]","2003-11-29T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","06143F","f9a01b","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",25,"s:40~l:46~t:25","Seattle","SuperSonics","SEA","Seattle SuperSonics","SuperSonics","1C3F2C","f05133","False","",2004,3093,"Vivint Smart Home Arena","Salt Lake City","UT",18306,"True","","","","","",NA,"",231128026,TRUE,TRUE,TRUE
231128029,"s:40~l:46~e:231128029~c:231128029","2003-11-29T00:00Z",16741,"True","False","False","False","[]","2003-11-29T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",29,"s:40~l:46~t:29","Memphis","Grizzlies","MEM","Memphis Grizzlies","Grizzlies","5D76A8","7399c6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",2004,NA,"","","",NA,"","","","","","",NA,"",231128029,TRUE,TRUE,TRUE
231127011,"s:40~l:46~e:231127011~c:231127011","2003-11-28T00:30Z",16213,"True","False","False","False","[]","2003-11-28T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","225EA8","f58426","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png",2004,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True","","","","","",NA,"",231127011,TRUE,TRUE,TRUE
231127012,"s:40~l:46~e:231127012~c:231127012","2003-11-28T00:00Z",13620,"True","False","False","False","[]","2003-11-28T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:46~t:12","LA","Clippers","LAC","LA Clippers","Clippers","FA0028","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","","",NA,"",231127012,TRUE,TRUE,TRUE
231126001,"s:40~l:46~e:231126001~c:231126001","2003-11-27T00:30Z",11730,"True","False","False","False","[]","2003-11-27T00:30Z",1,"STD",0,"0.0",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",1,"s:40~l:46~t:1","Atlanta","Hawks","ATL","Atlanta Hawks","Hawks","002B5C","002b5c","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",2004,1827,"State Farm Arena","Atlanta","GA",16888,"True","OT","","","","",NA,"",231126001,TRUE,TRUE,TRUE
231126013,"s:40~l:46~e:231126013~c:231126013","2003-11-27T00:30Z",18997,"True","False","False","False","[]","2003-11-27T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","","",NA,"",231126013,TRUE,TRUE,TRUE
231126024,"s:40~l:46~e:231126024~c:231126024","2003-11-27T00:30Z",16771,"True","False","False","False","[]","2003-11-27T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",4,"s:40~l:46~t:4","Chicago","Bulls","CHI","Chicago Bulls","Bulls","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png",2004,780,"AT&T Center","San Antonio","TX",18354,"False","","","","","",NA,"",231126024,TRUE,TRUE,TRUE
231126003,"s:40~l:46~e:231126003~c:231126003","2003-11-27T00:00Z",16410,"True","False","False","False","[]","2003-11-27T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",3,"s:40~l:46~t:3","New Orleans","Hornets","NO","New Orleans Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png",5,"s:40~l:46~t:5","Cleveland","Cavaliers","CLE","Cleveland Cavaliers","Cavaliers","061642","fdbb30","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png",2004,985,"Smoothie King Center","New Orleans","LA",16867,"True","","","","","",NA,"",231126003,TRUE,TRUE,TRUE
231126016,"s:40~l:46~e:231126016~c:231126016","2003-11-27T00:00Z",15901,"True","False","False","False","[]","2003-11-27T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","225EA8","f58426","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png",2004,2029,"Target Center","Minneapolis","MN",19356,"False","","","","","",NA,"",231126016,TRUE,TRUE,TRUE
231126019,"s:40~l:46~e:231126019~c:231126019","2003-11-27T00:00Z",13208,"True","False","False","False","[]","2003-11-27T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",2004,4042,"Amway Arena","Orlando","FL",17461,"False","","","","","",NA,"",231126019,TRUE,TRUE,TRUE
231126020,"s:40~l:46~e:231126020~c:231126020","2003-11-27T00:00Z",20512,"True","False","False","False","[]","2003-11-27T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",20,"s:40~l:46~t:20","Philadelphia","76ers","PHI","Philadelphia 76ers","76ers","000000","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,1845,"Wells Fargo Center","Philadelphia","PA",20155,"True","","","","","",NA,"",231126020,TRUE,TRUE,TRUE
231126021,"s:40~l:46~e:231126021~c:231126021","2003-11-27T00:00Z",17205,"True","False","False","False","[]","2003-11-27T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",2004,1949,"Phoenix Suns Arena","Phoenix","AZ",18055,"True","","","","","",NA,"",231126021,TRUE,TRUE,TRUE
231126026,"s:40~l:46~e:231126026~c:231126026","2003-11-27T00:00Z",18292,"True","False","False","False","[]","2003-11-27T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","06143F","f9a01b","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",2004,3093,"Vivint Smart Home Arena","Salt Lake City","UT",18306,"True","","","","","",NA,"",231126026,TRUE,TRUE,TRUE
231125006,"s:40~l:46~e:231125006~c:231125006","2003-11-26T00:30Z",19993,"True","False","False","False","[]","2003-11-26T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",4,"s:40~l:46~t:4","Chicago","Bulls","CHI","Chicago Bulls","Bulls","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png",2004,516,"American Airlines Center","Dallas","TX",19200,"False","","","","","",NA,"",231125006,TRUE,TRUE,TRUE
231125014,"s:40~l:46~e:231125014~c:231125014","2003-11-26T00:30Z",14424,"True","False","False","False","[]","2003-11-26T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",3,"s:40~l:46~t:3","New Orleans","Hornets","NO","New Orleans Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png",2004,3438,"AmericanAirlines Arena","Miami","FL",19600,"True","","playoff","Playoff Series","MIA Wins series 4-3","True",7,"[{'id': '14', 'uid': 's:40~l:46~t:14', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/14?lang=en&region=us'}, {'id': '3', 'uid': 's:40~l:46~t:3', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/3?lang=en&region=us'}]",231125014,TRUE,TRUE,TRUE
231125007,"s:40~l:46~e:231125007~c:231125007","2003-11-26T00:00Z",12003,"True","False","False","False","[]","2003-11-26T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",2004,892,"Ball Arena","Denver","CO",19520,"True","","","","","",NA,"",231125007,TRUE,TRUE,TRUE
231125011,"s:40~l:46~e:231125011~c:231125011","2003-11-26T00:00Z",14540,"True","False","False","False","[]","2003-11-26T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",2004,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True","","","","","",NA,"",231125011,TRUE,TRUE,TRUE
231125015,"s:40~l:46~e:231125015~c:231125015","2003-11-26T00:00Z",17639,"True","False","False","False","[]","2003-11-26T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",15,"s:40~l:46~t:15","Milwaukee","Bucks","MIL","Milwaukee Bucks","Bucks","003813","f0ebd2","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png",20,"s:40~l:46~t:20","Philadelphia","76ers","PHI","Philadelphia 76ers","76ers","000000","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png",2004,2099,"BMO Harris Bradley Center","Milwaukee","WI",18717,"False","","","","","",NA,"",231125015,TRUE,TRUE,TRUE
231125022,"s:40~l:46~e:231125022~c:231125022","2003-11-26T00:00Z",14487,"True","False","False","False","[]","2003-11-26T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","000000","bac3c9","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",2004,3423,"Moda Center","Portland","OR",19441,"False","","","","","",NA,"",231125022,TRUE,TRUE,TRUE
231125023,"s:40~l:46~e:231125023~c:231125023","2003-11-26T00:00Z",17317,"True","False","False","False","[]","2003-11-26T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",29,"s:40~l:46~t:29","Memphis","Grizzlies","MEM","Memphis Grizzlies","Grizzlies","5D76A8","7399c6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png",2004,2247,"Sleep Train Arena","Sacramento","CA",17317,"False","","","","","",NA,"",231125023,TRUE,TRUE,TRUE
231125025,"s:40~l:46~e:231125025~c:231125025","2003-11-26T00:00Z",12779,"True","False","False","False","[]","2003-11-26T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",25,"s:40~l:46~t:25","Seattle","SuperSonics","SEA","Seattle SuperSonics","SuperSonics","1C3F2C","f05133","False","",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2004,2184,"KeyArena","Seattle","WA",17459,"True","","","","","",NA,"",231125025,TRUE,TRUE,TRUE
231124001,"s:40~l:46~e:231124001~c:231124001","2003-11-25T00:30Z",18255,"True","False","False","False","[]","2003-11-25T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",1,"s:40~l:46~t:1","Atlanta","Hawks","ATL","Atlanta Hawks","Hawks","002B5C","002b5c","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,1827,"State Farm Arena","Atlanta","GA",16888,"True","","","","","",NA,"",231124001,TRUE,TRUE,TRUE
231124012,"s:40~l:46~e:231124012~c:231124012","2003-11-25T00:30Z",16962,"True","False","False","False","[]","2003-11-25T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:46~t:12","LA","Clippers","LAC","LA Clippers","Clippers","FA0028","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","","",NA,"",231124012,TRUE,TRUE,TRUE
231124002,"s:40~l:46~e:231124002~c:231124002","2003-11-25T00:00Z",15125,"True","False","False","False","[]","2003-11-25T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","225EA8","f58426","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png",2004,1824,"TD Garden","Boston","MA",18624,"False","","","","","",NA,"",231124002,TRUE,TRUE,TRUE
231124019,"s:40~l:46~e:231124019~c:231124019","2003-11-25T00:00Z",13527,"True","False","False","False","[]","2003-11-25T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",2004,4042,"Amway Arena","Orlando","FL",17461,"False","","","","","",NA,"",231124019,TRUE,TRUE,TRUE
231123013,"s:40~l:46~e:231123013~c:231123013","2003-11-23T23:30Z",18997,"True","False","False","False","[]","2003-11-23T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",29,"s:40~l:46~t:29","Memphis","Grizzlies","MEM","Memphis Grizzlies","Grizzlies","5D76A8","7399c6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","","",NA,"",231123013,TRUE,TRUE,TRUE
231123008,"s:40~l:46~e:231123008~c:231123008","2003-11-23T23:00Z",22076,"True","False","False","False","[]","2003-11-23T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",3,"s:40~l:46~t:3","New Orleans","Hornets","NO","New Orleans Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","","","","",NA,"",231123008,TRUE,TRUE,TRUE
231123009,"s:40~l:46~e:231123009~c:231123009","2003-11-23T23:00Z",14332,"True","False","False","False","[]","2003-11-23T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","00275D","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","000000","bac3c9","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png",2004,2465,"ORACLE Arena","Oakland","CA",19596,"False","","","","","",NA,"",231123009,TRUE,TRUE,TRUE
231123025,"s:40~l:46~e:231123025~c:231123025","2003-11-23T23:00Z",12307,"True","False","False","False","[]","2003-11-23T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",25,"s:40~l:46~t:25","Seattle","SuperSonics","SEA","Seattle SuperSonics","SuperSonics","1C3F2C","f05133","False","",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",2004,2184,"KeyArena","Seattle","WA",17459,"True","","","","","",NA,"",231123025,TRUE,TRUE,TRUE
231123023,"s:40~l:46~e:231123023~c:231123023","2003-11-23T22:00Z",17317,"True","False","False","False","[]","2003-11-23T22:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",4,"s:40~l:46~t:4","Chicago","Bulls","CHI","Chicago Bulls","Bulls","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png",2004,2247,"Sleep Train Arena","Sacramento","CA",17317,"False","","","","","",NA,"",231123023,TRUE,TRUE,TRUE
