id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season_type,season,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,PBP,team_box,player_box
240720024,s:40~l:41~e:240720024~c:240720024,2004-03-13T02:15Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'PAC 10 TOURNAMENT'}]",2004-03-13T02:15Z,0,N/A,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,10,0:10,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,24,s:40~l:41~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,A80532,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,2483,s:40~l:41~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,TRUE,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,240720024,2,2004,"",21,Pac-12 Conference,Pac-12,TRUE,FALSE,FALSE,FALSE
240720041,s:40~l:41~e:240720041~c:240720041,2004-03-13T02:00Z,19528,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG EAST TOURNAMENT'}]",2004-03-13T02:00Z,0,N/A,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,240720041,2,2004,"",4,Big East Conference,Big East,TRUE,FALSE,FALSE,FALSE
240720328,s:40~l:41~e:240720328~c:240720328,2004-03-13T02:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG WEST TOURNAMENT'}]",2004-03-13T02:00Z,0,N/A,2560,Anaheim Convention Center,Anaheim,CA,0,TRUE,1,0:01,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,328,s:40~l:41~t:328,Utah State,Aggies,USU,Utah State Aggies,Utah State,003263,949ca1,TRUE,2128,https://a.espncdn.com/i/teamlogos/ncaa/500/328.png,9,2463,s:40~l:41~t:2463,CSU Northridge,Matadors,CSUN,CSU Northridge Matadors,CSU Northridge,b50000,"",TRUE,586,https://a.espncdn.com/i/teamlogos/ncaa/500/2463.png,9,240720328,2,2004,"",9,Big West Conference,Big West,TRUE,FALSE,FALSE,FALSE
240722440,s:40~l:41~e:240722440~c:240722440,2004-03-13T02:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'WAC TOURNAMENT'}]",2004-03-13T02:00Z,0,N/A,914,Save Mart Center,Fresno,CA,15596,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2440,s:40~l:41~t:2440,Nevada,Wolf Pack,NEV,Nevada Wolf Pack,Nevada,153E5F,8e9295,TRUE,461,https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png,30,242,s:40~l:41~t:242,Rice,Owls,RICE,Rice Owls,Rice,003D7D,d1d5d8,TRUE,1902,https://a.espncdn.com/i/teamlogos/ncaa/500/242.png,30,240722440,2,2004,"",30,Western Athletic Conference,WAC,TRUE,FALSE,FALSE,FALSE
240722168,s:40~l:41~e:240722168~c:240722168,2004-03-13T02:00Z,11566,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ATLANTIC 10 TOURNAMENT'}]",2004-03-13T02:00Z,1,STD,2039,UD Arena,Dayton,OH,13409,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2168,s:40~l:41~t:2168,Dayton,Flyers,DAY,Dayton Flyers,Dayton,004B8D,ffffff,TRUE,2039,https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png,3,257,s:40~l:41~t:257,Richmond,Spiders,RICH,Richmond Spiders,Richmond,9e0712,b90b2e,TRUE,4486,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,3,240722168,2,2004,"",3,Atlantic 10 Conference,A 10,TRUE,FALSE,FALSE,FALSE
240720252,s:40~l:41~e:240720252~c:240720252,2004-03-13T02:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MOUNTAIN WEST TR'}]",2004-03-13T02:00Z,0,N/A,892,Pepsi Center (CO),Denver,CO,19520,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,252,s:40~l:41~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,001E4C,ffffff,TRUE,2108,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,44,254,s:40~l:41~t:254,Utah,Utes,UTAH,Utah Utes,Utah,890012,7e8083,TRUE,2196,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,44,240720252,2,2004,"",44,Mountain West Conference,Mountain West,TRUE,FALSE,FALSE,FALSE
240720127,s:40~l:41~e:240720127~c:240720127,2004-03-13T02:00Z,15178,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 10 TOURNAMENT'}]",2004-03-13T02:00Z,0,N/A,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,10,0:10,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,TRUE,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,77,s:40~l:41~t:77,Northwestern,Wildcats,NU,Northwestern Wildcats,Northwestern,372286,d6cac1,TRUE,1990,https://a.espncdn.com/i/teamlogos/ncaa/500/77.png,7,240720127,2,2004,"",7,Big Ten Conference,Big Ten,TRUE,FALSE,FALSE,FALSE
240722309,s:40~l:41~e:240722309~c:240722309,2004-03-13T01:30Z,8374,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MID AMERICAN TOURNAMENT'}]",2004-03-13T01:30Z,0,N/A,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2309,s:40~l:41~t:2309,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Kent State,002445,f0b510,TRUE,2020,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,14,193,s:40~l:41~t:193,Miami (OH),Redhawks,M-OH,Miami (OH) Redhawks,Miami (OH),a4000c,f0f0f0,TRUE,2134,https://a.espncdn.com/i/teamlogos/ncaa/500/193.png,14,240722309,2,2004,"",14,Mid-American Conference,MAC,TRUE,FALSE,FALSE,FALSE
240722010,s:40~l:41~e:240722010~c:240722010,2004-03-13T01:30Z,1516,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SWAC TOURNAMENT'}]",2004-03-13T01:30Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2010,s:40~l:41~t:2010,Alabama A&M,Bulldogs,AAMU,Alabama A&M Bulldogs,Alabama A&M,790000,ffffff,TRUE,2122,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png,26,2016,s:40~l:41~t:2016,Alcorn State,Braves,ALCN,Alcorn State Braves,Alcorn State,4b0058,46166a,TRUE,2072,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png,26,240722010,2,2004,"",26,Southwestern Athletic Conference,SWAC,TRUE,FALSE,FALSE,FALSE
240720344,s:40~l:41~e:240720344~c:240720344,2004-03-13T00:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]",2004-03-13T00:30Z,0,N/A,3495,Georgia Dome,Atlanta,GA,0,FALSE,3,0:03,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,344,s:40~l:41~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,TRUE,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,238,s:40~l:41~t:238,Vanderbilt,Commodores,VAN,Vanderbilt Commodores,Vanderbilt,000000,231f20,TRUE,2084,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,23,240720344,2,2004,OT,23,Southeastern Conference,SEC,TRUE,FALSE,FALSE,FALSE
240720045,s:40~l:41~e:240720045~c:240720045,2004-03-13T00:05Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ATLANTIC 10 TOURNAMENT'}]",2004-03-13T00:05Z,0,N/A,2039,UD Arena,Dayton,OH,13409,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,45,s:40~l:41~t:45,George Washington,Colonials,GW,George Washington Colonials,G Washington,002843,e8d2a1,TRUE,2125,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png,3,2752,s:40~l:41~t:2752,Xavier,Musketeers,XAV,Xavier Musketeers,Xavier,002144,9ea2a2,TRUE,1973,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,3,240720045,2,2004,"",3,Atlantic 10 Conference,A 10,TRUE,FALSE,FALSE,FALSE
240720221,s:40~l:41~e:240720221~c:240720221,2004-03-13T00:00Z,19528,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG EAST TOURNAMENT'}]",2004-03-13T00:00Z,0,N/A,1830,Madison Square Garden,New York,NY,19812,TRUE,5,0:05,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,221,s:40~l:41~t:221,Pittsburgh,Panthers,PITT,Pittsburgh Panthers,Pittsburgh,003263,231f20,TRUE,2025,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,4,103,s:40~l:41~t:103,Boston College,Eagles,BC,Boston College Eagles,Boston College,88001a,a39161,TRUE,135,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,4,240720221,2,2004,"",4,Big East Conference,Big East,TRUE,FALSE,FALSE,FALSE
240720251,s:40~l:41~e:240720251~c:240720251,2004-03-13T00:00Z,18057,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 12 TOURNAMENT'}]",2004-03-13T00:00Z,0,N/A,516,American Airlines Center,Dallas,TX,19200,FALSE,6,0:06,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,251,s:40~l:41~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,EE7524,f0f0f0,TRUE,2195,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,201,s:40~l:41~t:201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,7b0000,cccccc,TRUE,1991,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,8,240720251,2,2004,"",8,Big 12 Conference,Big 12,TRUE,FALSE,FALSE,FALSE
240722132,s:40~l:41~e:240722132~c:240722132,2004-03-13T00:00Z,14867,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'CONFERENCE USA TOURNAMENT'}]",2004-03-13T00:00Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2132,s:40~l:41~t:2132,Cincinnati,Bearcats,CIN,Cincinnati Bearcats,Cincinnati,000000,717073,TRUE,201,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,11,139,s:40~l:41~t:139,Saint Louis,Billikens,SLU,Saint Louis Billikens,Saint Louis,00539C,ebebeb,TRUE,1947,https://a.espncdn.com/i/teamlogos/ncaa/500/139.png,11,240722132,2,2004,"",11,Conference USA,C-USA,TRUE,FALSE,FALSE,FALSE
240720152,s:40~l:41~e:240720152~c:240720152,2004-03-13T00:00Z,23745,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]",2004-03-13T00:00Z,0,N/A,349,Greensboro Coliseum,Greensboro,NC,23500,TRUE,7,0:07,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,152,s:40~l:41~t:152,NC State,Wolfpack,NCST,NC State Wolfpack,NC State,EF1216,231f20,TRUE,999,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2,52,s:40~l:41~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida State,782F40,ceb888,TRUE,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,240720152,2,2004,"",2,Atlantic Coast Conference,ACC,TRUE,FALSE,FALSE,FALSE
240720275,s:40~l:41~e:240720275~c:240720275,2004-03-12T23:40Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 10 TOURNAMENT'}]",2004-03-12T23:40Z,0,N/A,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,5,0:05,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,275,s:40~l:41~t:275,Wisconsin,Badgers,WISC,Wisconsin Badgers,Wisconsin,A00002,f7f7f7,TRUE,348,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,7,135,s:40~l:41~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,TRUE,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,240720275,2,2004,"",7,Big Ten Conference,Big Ten,TRUE,FALSE,FALSE,FALSE
240722711,s:40~l:41~e:240722711~c:240722711,2004-03-12T23:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MID AMERICAN TOURNAMENT'}]",2004-03-12T23:30Z,0,N/A,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2711,s:40~l:41~t:2711,Western Michigan,Broncos,WMU,Western Michigan Broncos,W Michigan,532e1f,8b7f79,TRUE,1972,https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png,14,2649,s:40~l:41~t:2649,Toledo,Rockets,TOL,Toledo Rockets,Toledo,ffffff,ffd51d,TRUE,2116,https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png,14,240722711,2,2004,"",14,Mid-American Conference,MAC,TRUE,FALSE,FALSE,FALSE
240722154,s:40~l:41~e:240722154~c:240722154,2004-03-12T23:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MEAC TOURNAMENT'}]",2004-03-12T23:00Z,0,N/A,45,Richmond Coliseum,Richmond,VA,12500,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2154,s:40~l:41~t:2154,Coppin State,Eagles,COPP,Coppin State Eagles,Coppin State,2e3192,ffd204,TRUE,2164,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,16,2169,s:40~l:41~t:2169,Delaware State,Hornets,DSU,Delaware State Hornets,Delaware State,FF3630,009cdd,TRUE,1957,https://a.espncdn.com/i/teamlogos/ncaa/500/2169.png,16,240722154,2,2004,"",16,Mid-Eastern Athletic Conference,MEAC,TRUE,FALSE,FALSE,FALSE
240722011,s:40~l:41~e:240722011~c:240722011,2004-03-12T23:00Z,1389,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SWAC TOURNAMENT'}]",2004-03-12T23:00Z,0,N/A,,"","","",,,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final/2OT,Final/2OT,2011,s:40~l:41~t:2011,Alabama State,Hornets,ALST,Alabama State Hornets,Alabama State,e9a900,0a0a0a,TRUE,2204,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png,26,2296,s:40~l:41~t:2296,Jackson State,Tigers,JKST,Jackson State Tigers,Jackson State,123297,b5b7ba,TRUE,1945,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,26,240722011,2,2004,2OT,26,Southwestern Athletic Conference,SWAC,TRUE,FALSE,FALSE,FALSE
240722636,s:40~l:41~e:240722636~c:240722636,2004-03-12T21:30Z,3257,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SOUTHLAND CHMPIONSHP'}]",2004-03-12T21:30Z,0,N/A,2115,UTSA Convocation Center,San Antonio,TX,2650,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2636,s:40~l:41~t:2636,UTSA,Roadrunners,UTSA,UTSA Roadrunners,UTSA,002A5C,f47321,TRUE,2115,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,11,2617,s:40~l:41~t:2617,Stephen F. Austin,Lumberjacks,SFA,Stephen F. Austin Lumberjacks,SF Austin,393996,bec0c2,TRUE,2079,https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png,30,240722636,2,2004,"",,"","",,FALSE,FALSE,FALSE
240720305,s:40~l:41~e:240720305~c:240720305,2004-03-12T21:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'CONFERENCE USA TOURNAMENT'}]",2004-03-12T21:30Z,0,N/A,,"","","",,,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,305,s:40~l:41~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,TRUE,5427,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,11,5,s:40~l:41~t:5,UAB,Blazers,UAB,UAB Blazers,UAB,054338,ffc845,TRUE,2155,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png,11,240720305,2,2004,OT,11,Conference USA,C-USA,TRUE,FALSE,FALSE,FALSE
240720038,s:40~l:41~e:240720038~c:240720038,2004-03-12T20:20Z,17267,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 12 TOURNAMENT'}]",2004-03-12T20:20Z,0,N/A,516,American Airlines Center,Dallas,TX,19200,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,38,s:40~l:41~t:38,Colorado,Buffaloes,COLO,Colorado Buffaloes,Colorado,d1c57e,ffd200,TRUE,2207,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png,8,2641,s:40~l:41~t:2641,Texas Tech,Red Raiders,TTU,Texas Tech Red Raiders,Texas Tech,C80025,231f20,TRUE,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,240720038,2,2004,"",8,Big 12 Conference,Big 12,TRUE,FALSE,FALSE,FALSE
240720099,s:40~l:41~e:240720099~c:240720099,2004-03-12T20:15Z,20203,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]",2004-03-12T20:15Z,1,STD,3495,Georgia Dome,Atlanta,GA,0,FALSE,1,0:01,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,fdd023,2b0d57,TRUE,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,240720099,2,2004,"",23,Southeastern Conference,SEC,TRUE,FALSE,FALSE,FALSE
240720059,s:40~l:41~e:240720059~c:240720059,2004-03-12T19:30Z,23745,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]",2004-03-12T19:30Z,0,N/A,349,Greensboro Coliseum,Greensboro,NC,23500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,59,s:40~l:41~t:59,Georgia Tech,Yellow Jackets,GT,Georgia Tech Yellow Jackets,Georgia Tech,00223e,002c56,TRUE,2206,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,2,153,s:40~l:41~t:153,North Carolina,Tar Heels,UNC,North Carolina Tar Heels,North Carolina,99bfe5,13294b,TRUE,207,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2,240720059,2,2004,"",2,Atlantic Coast Conference,ACC,TRUE,FALSE,FALSE,FALSE
240722294,s:40~l:41~e:240722294~c:240722294,2004-03-12T19:30Z,16204,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 10 TOURNAMENT'}]",2004-03-12T19:30Z,0,N/A,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,10,0:10,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2294,s:40~l:41~t:2294,Iowa,Hawkeyes,IOWA,Iowa Hawkeyes,Iowa,000000,ffe100,TRUE,363,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,7,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,240722294,2,2004,"",7,Big Ten Conference,Big Ten,TRUE,FALSE,FALSE,FALSE
240722569,s:40~l:41~e:240722569~c:240722569,2004-03-12T19:15Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MEAC TOURNAMENT'}]",2004-03-12T19:15Z,0,N/A,45,Richmond Coliseum,Richmond,VA,12500,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2569,s:40~l:41~t:2569,South Carolina State,Bulldogs,SCST,South Carolina State Bulldogs,SC State,7d1315,104897,TRUE,2077,https://a.espncdn.com/i/teamlogos/ncaa/500/2569.png,16,50,s:40~l:41~t:50,Florida A&M,Rattlers,FAMU,Florida A&M Rattlers,Florida A&M,F89728,00843d,TRUE,2205,https://a.espncdn.com/i/teamlogos/ncaa/500/50.png,16,240722569,2,2004,"",16,Mid-Eastern Athletic Conference,MEAC,TRUE,FALSE,FALSE,FALSE
240720197,s:40~l:41~e:240720197~c:240720197,2004-03-12T18:00Z,17267,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 12 TOURNAMENT'}]",2004-03-12T18:00Z,0,N/A,516,American Airlines Center,Dallas,TX,19200,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,197,s:40~l:41~t:197,Oklahoma State,Cowboys,OKST,Oklahoma State Cowboys,Oklahoma State,FF6500,ff9900,TRUE,1992,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8,66,s:40~l:41~t:66,Iowa State,Cyclones,ISU,Iowa State Cyclones,Iowa State,660015,830b2c,TRUE,432,https://a.espncdn.com/i/teamlogos/ncaa/500/66.png,8,240720197,2,2004,"",8,Big 12 Conference,Big 12,TRUE,FALSE,FALSE,FALSE
240720096,s:40~l:41~e:240720096~c:240720096,2004-03-12T18:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]",2004-03-12T18:00Z,0,N/A,3495,Georgia Dome,Atlanta,GA,0,FALSE,5,0:05,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,TRUE,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,61,s:40~l:41~t:61,Georgia,Bulldogs,UGA,Georgia Bulldogs,Georgia,CC0000,000000,TRUE,2088,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,23,240720096,2,2004,"",23,Southeastern Conference,SEC,TRUE,FALSE,FALSE,FALSE
240720150,s:40~l:41~e:240720150~c:240720150,2004-03-12T17:00Z,23745,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]",2004-03-12T17:00Z,0,N/A,349,Greensboro Coliseum,Greensboro,NC,23500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,150,s:40~l:41~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,TRUE,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,258,s:40~l:41~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,ffffff,TRUE,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,240720150,2,2004,"",2,Atlantic Coast Conference,ACC,TRUE,FALSE,FALSE,FALSE
240720356,s:40~l:41~e:240720356~c:240720356,2004-03-12T17:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 10 TOURNAMENT'}]",2004-03-12T17:00Z,0,N/A,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,13,0:13,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,356,s:40~l:41~t:356,Illinois,Fighting Illini,ILL,Illinois Fighting Illini,Illinois,f77329,fa6300,TRUE,2127,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,7,84,s:40~l:41~t:84,Indiana,Hoosiers,IU,Indiana Hoosiers,Indiana,7D110C,eeedeb,TRUE,2092,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,7,240720356,2,2004,"",7,Big Ten Conference,Big Ten,TRUE,FALSE,FALSE,FALSE
240712439,s:40~l:41~e:240712439~c:240712439,2004-03-12T05:00Z,9781,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MOUNTAIN WEST TR'}]",2004-03-12T05:00Z,0,N/A,892,Pepsi Center (CO),Denver,CO,19520,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2439,s:40~l:41~t:2439,UNLV,Rebels,UNLV,UNLV Rebels,UNLV,000000,c2c4c6,TRUE,2083,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,44,167,s:40~l:41~t:167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,TRUE,2024,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png,44,240712439,2,2004,"",44,Mountain West Conference,Mountain West,TRUE,FALSE,FALSE,FALSE
240710012,s:40~l:41~e:240710012~c:240710012,2004-03-12T04:45Z,13625,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'PAC 10 TOURNAMENT'}]",2004-03-12T04:45Z,0,N/A,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,10,0:10,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,12,s:40~l:41~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,00205b,TRUE,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,30,s:40~l:41~t:30,USC,Trojans,USC,USC Trojans,USC,ffc72c,ae2531,TRUE,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,240710012,2,2004,"",21,Pac-12 Conference,Pac-12,TRUE,FALSE,FALSE,FALSE
